post_id,author_id,author_username,author_followers,author_account_age_days,has_media,views,likes,retweets,replies,bookmarks,quotes,content_type,ai_generated,lang,engagement_total,engagement_rate,hashtags,created_at,ai_confidence,detection_method
control_000413,user_2305,user_65853,640,1558,True,6375,413,80,37,60,8,control,False,en,538,0.0843921568627451,"photography,portrait,artistsontwitter",2025-01-07,1.0,pre_labeled
treatment_000574,user_1063,user_89864,721,1893,True,19096,618,252,131,121,70,treatment,True,en,1071,0.0560850439882697,"SyntheticMedia,GrokImage",2025-03-09,1.0,pre_labeled
treatment_000050,user_7838,user_98203,690,1191,True,4717,271,81,12,30,11,treatment,True,en,375,0.079499682001272,"GrokImage,AIArt,GrokImage",2025-04-24,1.0,pre_labeled
control_000446,user_8982,user_41837,328,170,True,3400,138,24,13,10,4,control,False,en,179,0.0526470588235294,"artistsontwitter,digitalart,portrait",2025-03-13,1.0,pre_labeled
treatment_000726,user_7490,user_38711,210,1987,True,16589,1147,277,39,160,58,treatment,True,en,1521,0.0916872626439206,"AIGenerated,AIGenerated",2025-01-30,1.0,pre_labeled
control_000033,user_7669,user_60106,605,340,False,7145,168,132,16,26,29,control,False,en,345,0.0482855143456962,artistsontwitter,2025-03-08,1.0,pre_labeled
control_000315,user_7899,user_82655,225,1807,True,4066,267,39,8,35,19,control,False,en,333,0.0818986719134284,"portrait,portrait,portrait",2025-03-28,1.0,pre_labeled
control_000366,user_7673,user_93150,176,37,True,6448,200,55,47,39,22,control,False,en,324,0.0502481389578163,"photography,photography,artistsontwitter",2025-04-10,1.0,pre_labeled
treatment_000470,user_7644,user_43207,220,1358,True,9455,568,162,87,61,24,treatment,True,en,841,0.0889476467477525,AIArt,2025-04-19,1.0,pre_labeled
control_000171,user_2628,user_94210,377,1566,True,3516,189,30,11,46,14,control,False,en,244,0.0693970420932878,"photography,photography,portrait",2025-01-30,1.0,pre_labeled
treatment_000653,user_8238,user_32145,460,1879,True,7058,236,37,49,59,23,treatment,True,en,345,0.048880702748654,"AIArt,GrokAI",2025-04-03,1.0,pre_labeled
treatment_000399,user_3792,user_65831,722,564,False,13500,311,92,123,153,48,treatment,True,en,574,0.0425185185185185,"AIGenerated,AIGenerated,GrokImage",2025-04-12,1.0,pre_labeled
treatment_000511,user_7713,user_41322,452,168,True,3891,209,36,37,54,12,treatment,True,en,294,0.0755589822667694,AIGenerated,2025-03-21,1.0,pre_labeled
treatment_000320,user_3885,user_11251,144,494,True,19784,1379,308,119,257,55,treatment,True,en,1861,0.0940659118479579,"GrokAI,GrokAI",2025-02-21,1.0,pre_labeled
treatment_000019,user_5053,user_99918,772,54,True,10501,492,184,67,85,18,treatment,True,en,761,0.0724692886391772,"GrokImage,AIArt",2025-02-18,1.0,pre_labeled
treatment_000684,user_2524,user_47329,430,160,True,9768,332,124,25,36,20,treatment,True,en,501,0.0512899262899262,"GrokImage,AIArt,AIArt",2025-02-24,1.0,pre_labeled
treatment_000035,user_1574,user_79908,206,539,True,18234,768,214,128,192,23,treatment,True,en,1133,0.0621366677635187,"GrokImage,AIGenerated,GrokAI",2025-02-05,1.0,pre_labeled
control_000102,user_3763,user_84275,487,1159,True,4581,113,51,34,21,21,control,False,en,219,0.0478061558611656,"photography,artistsontwitter,portrait",2025-04-04,1.0,pre_labeled
control_000027,user_3604,user_41244,467,1457,True,4246,121,59,24,52,14,control,False,en,218,0.0513424399434762,"photography,digitalart",2025-03-02,1.0,pre_labeled
control_000635,user_8984,user_90063,918,1446,True,3811,138,29,27,55,14,control,False,en,208,0.0545788506953555,"artistsontwitter,digitalart",2025-03-25,1.0,pre_labeled
treatment_000407,user_2294,user_74861,383,1716,True,9666,437,154,80,124,20,treatment,True,en,691,0.0714876888061245,"GrokImage,GrokAI,GrokAI",2025-04-30,1.0,pre_labeled
control_000120,user_2228,user_79326,911,1851,True,10328,455,127,88,97,26,control,False,en,696,0.0673896204492641,"portrait,portrait,digitalart",2025-03-22,1.0,pre_labeled
treatment_000537,user_2039,user_36672,314,1632,True,17624,565,213,161,127,22,treatment,True,en,961,0.0545279164775306,"SyntheticMedia,SyntheticMedia,GrokAI",2025-02-11,1.0,pre_labeled
treatment_000758,user_2151,user_99565,188,101,True,8321,597,50,78,40,16,treatment,True,en,741,0.0890517966590554,"AIGenerated,SyntheticMedia,GrokImage",2025-03-17,1.0,pre_labeled
control_000262,user_5343,user_68119,28,1044,True,4056,316,23,35,17,16,control,False,en,390,0.0961538461538461,portrait,2025-02-10,1.0,pre_labeled
control_000399,user_2460,user_65417,171,1679,True,4315,180,46,10,53,8,control,False,en,244,0.0565469293163383,"portrait,photography",2025-01-21,1.0,pre_labeled
treatment_000245,user_1759,user_23825,717,57,False,11596,859,169,37,146,20,treatment,True,en,1085,0.0935667471541911,"AIGenerated,AIArt",2025-04-07,1.0,pre_labeled
control_000327,user_9267,user_69509,925,1224,True,3681,142,24,20,21,6,control,False,en,192,0.0521597392013039,"photography,portrait",2025-01-13,1.0,pre_labeled
treatment_000784,user_5303,user_67213,159,582,False,5952,404,66,20,29,28,treatment,True,en,518,0.0870295698924731,"AIArt,AIGenerated,GrokImage",2025-04-24,1.0,pre_labeled
treatment_000489,user_6453,user_65970,865,751,True,11718,605,69,36,41,24,treatment,True,en,734,0.0626386755419013,"GrokAI,GrokImage",2025-01-10,1.0,pre_labeled
treatment_000154,user_4908,user_80701,472,830,True,5076,164,51,44,57,10,treatment,True,en,269,0.0529944838455476,AIGenerated,2025-03-04,1.0,pre_labeled
control_000161,user_4304,user_96513,314,464,True,3998,310,70,29,18,10,control,False,en,419,0.1048024012006003,portrait,2025-01-02,1.0,pre_labeled
control_000053,user_7266,user_47599,1188,1951,True,6229,236,42,28,90,12,control,False,en,318,0.0510515331513886,"digitalart,photography",2025-02-10,1.0,pre_labeled
treatment_000625,user_3092,user_83316,104,459,True,10237,294,123,36,134,48,treatment,True,en,501,0.0489401191755397,GrokImage,2025-03-14,1.0,pre_labeled
treatment_000685,user_8207,user_87647,587,1388,True,5842,134,56,18,44,10,treatment,True,en,218,0.0373159876754536,"AIGenerated,SyntheticMedia,AIArt",2025-02-26,1.0,pre_labeled
treatment_000569,user_6140,user_67107,850,178,True,15377,1208,211,50,116,62,treatment,True,en,1531,0.0995642843207387,"AIGenerated,AIGenerated,GrokImage",2025-03-01,1.0,pre_labeled
control_000720,user_4739,user_91033,565,1147,True,4053,235,79,17,46,18,control,False,en,349,0.0861090550209721,"photography,digitalart",2025-02-24,1.0,pre_labeled
treatment_000017,user_2152,user_19577,465,720,True,13526,313,202,90,160,35,treatment,True,en,640,0.047316279757504,"AIGenerated,AIArt",2025-01-05,1.0,pre_labeled
treatment_000127,user_7884,user_37120,702,987,True,15748,916,234,119,89,60,treatment,True,en,1329,0.0843916687833375,"AIArt,AIArt,GrokAI",2025-01-19,1.0,pre_labeled
control_000772,user_5255,user_75249,1465,1097,True,5286,365,59,49,50,19,control,False,en,492,0.0930760499432463,"photography,photography",2025-03-08,1.0,pre_labeled
control_000127,user_6487,user_93416,614,96,False,8256,591,77,74,97,19,control,False,en,761,0.0921753875968992,artistsontwitter,2025-03-02,1.0,pre_labeled
control_000180,user_9874,user_83394,10,76,True,5411,362,101,43,73,21,control,False,en,527,0.0973941970060986,photography,2025-02-18,1.0,pre_labeled
control_000768,user_8358,user_50945,142,75,True,5830,224,46,49,70,15,control,False,en,334,0.0572898799313893,"portrait,artistsontwitter,artistsontwitter",2025-04-04,1.0,pre_labeled
treatment_000190,user_7152,user_40842,92,1089,True,22213,1578,408,144,218,98,treatment,True,en,2228,0.1003016251744473,"AIGenerated,GrokAI",2025-02-13,1.0,pre_labeled
control_000339,user_6457,user_71801,249,297,True,5656,446,91,11,42,25,control,False,en,573,0.1013083451202263,photography,2025-01-25,1.0,pre_labeled
control_000192,user_2911,user_89657,143,1027,False,7827,578,116,29,49,14,control,False,en,737,0.094161236744602,"digitalart,portrait",2025-04-21,1.0,pre_labeled
control_000761,user_9424,user_80762,697,1511,True,4899,191,35,23,52,19,control,False,en,268,0.0547050418452745,"artistsontwitter,photography",2025-04-19,1.0,pre_labeled
control_000531,user_4097,user_34873,1637,1932,True,5870,142,92,12,76,16,control,False,en,262,0.0446337308347529,"photography,artistsontwitter,artistsontwitter",2025-04-10,1.0,pre_labeled
treatment_000606,user_3907,user_41231,97,1834,True,6108,252,115,57,65,30,treatment,True,en,454,0.0743287491814014,"GrokImage,AIArt,AIArt",2025-03-25,1.0,pre_labeled
treatment_000180,user_9441,user_63073,776,1037,True,11442,490,204,84,76,27,treatment,True,en,805,0.0703548330711414,AIGenerated,2025-02-20,1.0,pre_labeled
treatment_000301,user_8435,user_52238,42,932,True,9970,238,136,80,111,20,treatment,True,en,474,0.0475426278836509,"AIArt,AIArt",2025-04-27,1.0,pre_labeled
treatment_000496,user_2069,user_33667,632,1376,True,6375,426,101,49,40,21,treatment,True,en,597,0.0936470588235294,"SyntheticMedia,GrokAI",2025-03-26,1.0,pre_labeled
control_000575,user_6128,user_70923,428,1316,False,9557,370,88,71,121,26,control,False,en,555,0.0580726169299989,"portrait,portrait",2025-01-14,1.0,pre_labeled
control_000536,user_3547,user_66209,592,1077,False,4541,288,40,37,41,10,control,False,en,375,0.0825809293107245,portrait,2025-01-15,1.0,pre_labeled
control_000516,user_8991,user_39353,854,745,True,3539,146,31,24,39,5,control,False,en,206,0.058208533484035,"portrait,artistsontwitter",2025-04-17,1.0,pre_labeled
treatment_000517,user_1598,user_63128,1748,1361,False,9082,477,51,82,111,13,treatment,True,en,623,0.0685972252807751,SyntheticMedia,2025-03-13,1.0,pre_labeled
control_000269,user_1126,user_96877,750,1671,True,8399,343,142,45,101,14,control,False,en,544,0.0647696154304083,"portrait,digitalart",2025-03-24,1.0,pre_labeled
treatment_000476,user_8621,user_69131,385,1718,True,3863,218,52,11,42,15,treatment,True,en,296,0.0766243851928552,GrokAI,2025-04-22,1.0,pre_labeled
treatment_000157,user_6012,user_67115,288,356,True,4238,152,68,36,61,13,treatment,True,en,269,0.0634733364794714,"SyntheticMedia,GrokAI",2025-04-22,1.0,pre_labeled
control_000443,user_1538,user_15408,345,1007,True,4392,255,56,18,14,15,control,False,en,344,0.0783242258652094,"portrait,photography",2025-01-21,1.0,pre_labeled
control_000395,user_9567,user_54888,617,1946,True,4156,110,65,10,61,9,control,False,en,194,0.046679499518768,"photography,photography,portrait",2025-02-14,1.0,pre_labeled
treatment_000016,user_5618,user_13889,1354,656,True,7891,487,133,68,72,9,treatment,True,en,697,0.0883284754783931,"AIGenerated,AIArt",2025-03-19,1.0,pre_labeled
control_000272,user_5139,user_11851,359,56,True,6914,370,110,48,42,27,control,False,en,555,0.0802719120624819,"photography,artistsontwitter,artistsontwitter",2025-02-14,1.0,pre_labeled
control_000775,user_2549,user_51789,146,1300,True,4373,262,55,28,16,12,control,False,en,357,0.0816373199176766,digitalart,2025-02-24,1.0,pre_labeled
treatment_000546,user_4862,user_87009,665,1278,True,13919,1092,97,62,104,24,treatment,True,en,1275,0.091601408147137,SyntheticMedia,2025-03-17,1.0,pre_labeled
treatment_000658,user_1652,user_33745,241,1027,True,7711,398,108,46,40,31,treatment,True,en,583,0.0756062767475035,GrokAI,2025-01-31,1.0,pre_labeled
control_000504,user_8772,user_13544,604,1387,True,2901,134,54,20,27,5,control,False,en,213,0.0734229576008273,artistsontwitter,2025-01-27,1.0,pre_labeled
control_000219,user_2957,user_16791,427,1289,True,6342,327,85,37,20,25,control,False,en,474,0.0747398297067171,"digitalart,portrait,digitalart",2025-01-14,1.0,pre_labeled
control_000770,user_5201,user_18569,451,828,True,5381,286,88,52,77,13,control,False,en,439,0.0815833488199219,photography,2025-01-23,1.0,pre_labeled
control_000159,user_4937,user_91689,228,912,True,2276,135,23,12,32,4,control,False,en,174,0.0764499121265377,"artistsontwitter,digitalart",2025-04-17,1.0,pre_labeled
control_000701,user_4670,user_75748,577,1184,False,7801,299,137,19,40,11,control,False,en,466,0.0597359312908601,portrait,2025-04-11,1.0,pre_labeled
treatment_000283,user_5415,user_60036,791,1662,True,9225,259,52,40,53,42,treatment,True,en,393,0.0426016260162601,"AIGenerated,SyntheticMedia,AIArt",2025-04-12,1.0,pre_labeled
treatment_000797,user_5126,user_75265,94,1713,True,8627,296,167,65,56,30,treatment,True,en,558,0.0646806537614466,AIGenerated,2025-01-25,1.0,pre_labeled
treatment_000225,user_3753,user_15001,418,769,True,11364,547,172,81,130,21,treatment,True,en,821,0.0722456881379795,"SyntheticMedia,SyntheticMedia,GrokImage",2025-01-12,1.0,pre_labeled
treatment_000026,user_4621,user_71264,910,1551,True,14308,605,165,133,69,20,treatment,True,en,923,0.0645093653899916,"GrokAI,SyntheticMedia",2025-04-20,1.0,pre_labeled
treatment_000437,user_9347,user_21148,982,270,True,8369,519,155,51,84,22,treatment,True,en,747,0.089257975863305,"AIArt,GrokAI",2025-04-16,1.0,pre_labeled
control_000755,user_2226,user_56986,136,915,True,4722,153,46,39,67,21,control,False,en,259,0.054849639983058,"photography,digitalart,portrait",2025-01-18,1.0,pre_labeled
treatment_000229,user_2590,user_40071,504,351,True,18344,620,214,173,213,85,treatment,True,en,1092,0.0595290013083297,"SyntheticMedia,AIGenerated,AIGenerated",2025-01-05,1.0,pre_labeled
treatment_000037,user_8447,user_27838,488,1644,True,6414,322,56,21,32,18,treatment,True,en,417,0.0650140318054256,"AIArt,SyntheticMedia,AIArt",2025-04-21,1.0,pre_labeled
treatment_000749,user_2418,user_10426,210,569,False,9195,406,73,48,41,33,treatment,True,en,560,0.0609026644915715,"GrokAI,AIGenerated,GrokAI",2025-04-13,1.0,pre_labeled
control_000245,user_9987,user_42648,159,1527,True,6457,199,93,53,47,27,control,False,en,372,0.0576118940684528,"digitalart,artistsontwitter",2025-02-20,1.0,pre_labeled
treatment_000469,user_9396,user_14382,674,1114,True,10488,703,151,66,52,37,treatment,True,en,957,0.0912471395881006,"SyntheticMedia,GrokImage,AIGenerated",2025-03-20,1.0,pre_labeled
control_000561,user_4700,user_48166,33,1381,True,4598,183,71,43,54,11,control,False,en,308,0.0669856459330143,"portrait,photography",2025-04-17,1.0,pre_labeled
control_000771,user_8644,user_93367,290,470,True,4506,263,64,20,19,8,control,False,en,355,0.0787838437638703,"photography,digitalart,digitalart",2025-01-29,1.0,pre_labeled
treatment_000687,user_6342,user_10110,1033,376,True,6490,133,78,59,97,31,treatment,True,en,301,0.0463790446841294,"AIGenerated,SyntheticMedia",2025-04-12,1.0,pre_labeled
control_000670,user_3684,user_19268,296,727,False,5660,340,29,45,48,7,control,False,en,421,0.0743816254416961,"artistsontwitter,digitalart,artistsontwitter",2025-04-03,1.0,pre_labeled
treatment_000639,user_9538,user_95980,305,666,True,16157,396,201,126,148,55,treatment,True,en,778,0.0481525035588289,"AIArt,GrokAI,GrokImage",2025-02-18,1.0,pre_labeled
control_000578,user_9181,user_55100,157,1141,True,4607,205,79,18,15,13,control,False,en,315,0.0683742131538962,"artistsontwitter,portrait,photography",2025-01-02,1.0,pre_labeled
control_000418,user_5902,user_50470,458,847,True,2577,88,33,9,27,7,control,False,en,137,0.053162592161428,artistsontwitter,2025-02-02,1.0,pre_labeled
control_000358,user_2664,user_92152,1266,1887,True,5208,240,83,11,59,6,control,False,en,340,0.065284178187404,"photography,artistsontwitter",2025-03-08,1.0,pre_labeled
control_000530,user_6415,user_63085,266,1591,True,4564,157,79,37,24,18,control,False,en,291,0.0637598597721297,portrait,2025-01-25,1.0,pre_labeled
control_000500,user_2009,user_98007,905,549,True,4907,218,55,11,48,6,control,False,en,290,0.0590992459751375,"digitalart,artistsontwitter,digitalart",2025-03-25,1.0,pre_labeled
control_000655,user_2545,user_28864,222,1351,True,4812,380,48,39,67,9,control,False,en,476,0.0989193682460515,"photography,portrait",2025-02-04,1.0,pre_labeled
control_000000,user_9215,user_91190,375,486,True,4464,208,70,13,15,10,control,False,en,301,0.0674283154121863,"artistsontwitter,digitalart",2025-01-08,1.0,pre_labeled
treatment_000160,user_9963,user_23809,327,444,False,19786,899,370,195,234,46,treatment,True,en,1510,0.0763165874861012,"AIArt,GrokAI,GrokAI",2025-02-08,1.0,pre_labeled
control_000156,user_4080,user_83320,648,909,False,2962,62,30,28,31,6,control,False,en,126,0.0425388251181634,"digitalart,digitalart,artistsontwitter",2025-02-12,1.0,pre_labeled
control_000386,user_2008,user_26663,531,716,True,2540,198,48,14,10,10,control,False,en,270,0.1062992125984252,"portrait,portrait",2025-04-04,1.0,pre_labeled
control_000021,user_9960,user_18351,209,1967,True,4309,121,61,15,29,11,control,False,en,208,0.0482710605708981,portrait,2025-04-03,1.0,pre_labeled
control_000553,user_5330,user_31073,1314,1161,True,4675,229,87,31,56,10,control,False,en,357,0.0763636363636363,"photography,photography",2025-03-28,1.0,pre_labeled
control_000077,user_2635,user_83383,304,192,True,8256,443,58,63,36,8,control,False,en,572,0.0692829457364341,"artistsontwitter,digitalart,photography",2025-03-28,1.0,pre_labeled
control_000113,user_4938,user_11459,976,827,True,7473,411,117,48,52,18,control,False,en,594,0.0794861501405058,"portrait,digitalart,artistsontwitter",2025-02-22,1.0,pre_labeled
treatment_000152,user_9257,user_65322,1710,1762,True,5313,221,36,45,55,25,treatment,True,en,327,0.0615471485036702,GrokAI,2025-04-06,1.0,pre_labeled
control_000665,user_7224,user_41550,158,978,True,7770,513,152,68,71,32,control,False,en,765,0.0984555984555984,"portrait,photography",2025-04-18,1.0,pre_labeled
treatment_000509,user_3129,user_86749,431,589,True,11849,605,123,76,125,36,treatment,True,en,840,0.0708920584015528,"SyntheticMedia,AIGenerated",2025-04-13,1.0,pre_labeled
control_000335,user_5610,user_54438,226,935,True,6782,146,66,28,59,28,control,False,en,268,0.0395163668534355,"artistsontwitter,portrait,photography",2025-03-06,1.0,pre_labeled
control_000450,user_4804,user_23238,378,615,True,12054,323,87,41,81,29,control,False,en,480,0.039820806371329,"artistsontwitter,artistsontwitter,digitalart",2025-01-22,1.0,pre_labeled
control_000538,user_1623,user_80248,1113,1571,False,3340,110,51,29,49,6,control,False,en,196,0.0586826347305389,"artistsontwitter,artistsontwitter,photography",2025-03-19,1.0,pre_labeled
treatment_000103,user_1066,user_89572,233,1539,True,7633,335,119,75,88,12,treatment,True,en,541,0.0708764574872265,"AIGenerated,GrokAI",2025-01-31,1.0,pre_labeled
treatment_000586,user_7203,user_60441,881,172,True,6711,509,118,40,85,13,treatment,True,en,680,0.1013261808970347,SyntheticMedia,2025-01-15,1.0,pre_labeled
control_000614,user_4732,user_82082,471,766,True,4936,358,61,10,28,6,control,False,en,435,0.088128038897893,"portrait,artistsontwitter,portrait",2025-04-05,1.0,pre_labeled
control_000343,user_8210,user_34319,339,483,True,4204,153,52,15,54,12,control,False,en,232,0.055185537583254,"photography,photography,portrait",2025-02-26,1.0,pre_labeled
treatment_000053,user_5200,user_31469,540,1115,False,8353,487,124,50,71,39,treatment,True,en,700,0.083802226744882,"AIGenerated,AIArt",2025-03-03,1.0,pre_labeled
treatment_000151,user_3532,user_37423,287,589,True,4790,229,41,28,50,5,treatment,True,en,303,0.0632567849686847,"AIArt,SyntheticMedia",2025-01-29,1.0,pre_labeled
treatment_000403,user_9745,user_78528,708,973,True,11198,478,137,87,163,28,treatment,True,en,730,0.0651902125379532,"GrokAI,GrokImage,GrokImage",2025-02-19,1.0,pre_labeled
control_000751,user_7067,user_37340,298,647,True,3172,245,33,31,14,4,control,False,en,313,0.0986759142496847,"artistsontwitter,digitalart,digitalart",2025-02-06,1.0,pre_labeled
treatment_000207,user_9721,user_55326,284,339,True,16113,801,149,78,144,22,treatment,True,en,1050,0.0651647737851424,SyntheticMedia,2025-02-13,1.0,pre_labeled
control_000710,user_5117,user_46472,335,1073,True,5199,242,79,38,33,20,control,False,en,379,0.0728986343527601,"digitalart,digitalart",2025-03-04,1.0,pre_labeled
control_000322,user_7305,user_96153,477,1387,True,1496,33,23,7,13,5,control,False,en,68,0.0454545454545454,"artistsontwitter,artistsontwitter",2025-02-22,1.0,pre_labeled
control_000602,user_4572,user_92124,125,1673,True,1194,35,16,7,13,4,control,False,en,62,0.0519262981574539,"artistsontwitter,digitalart",2025-03-18,1.0,pre_labeled
treatment_000008,user_2813,user_45182,369,619,True,17910,377,138,146,156,71,treatment,True,en,732,0.0408710217755443,"GrokAI,GrokImage,AIGenerated",2025-01-31,1.0,pre_labeled
control_000214,user_7481,user_84010,708,1246,True,2724,72,43,13,34,10,control,False,en,138,0.0506607929515418,artistsontwitter,2025-02-02,1.0,pre_labeled
control_000634,user_7694,user_23827,1167,1920,True,4113,274,22,40,47,6,control,False,en,342,0.0831509846827133,portrait,2025-03-31,1.0,pre_labeled
control_000260,user_1138,user_55274,543,1332,True,4557,271,90,27,20,7,control,False,en,395,0.086679833223612,"artistsontwitter,digitalart,photography",2025-01-30,1.0,pre_labeled
treatment_000452,user_5491,user_16662,858,1100,True,8482,382,119,35,79,14,treatment,True,en,550,0.0648431973591134,"AIArt,GrokImage",2025-01-20,1.0,pre_labeled
treatment_000253,user_3968,user_96257,248,385,True,15515,683,307,63,108,63,treatment,True,en,1116,0.0719303899452143,SyntheticMedia,2025-02-03,1.0,pre_labeled
control_000527,user_2520,user_50422,336,1592,False,2956,140,19,12,17,9,control,False,en,180,0.060893098782138,"digitalart,portrait,digitalart",2025-01-13,1.0,pre_labeled
control_000096,user_5236,user_93611,451,789,True,5811,171,111,31,28,21,control,False,en,334,0.0574771984167957,"artistsontwitter,artistsontwitter,digitalart",2025-01-15,1.0,pre_labeled
control_000592,user_4819,user_68950,152,1297,True,4747,289,30,32,25,21,control,False,en,372,0.0783652833368443,"digitalart,photography,photography",2025-01-23,1.0,pre_labeled
control_000080,user_5363,user_17995,539,1211,True,2074,57,12,6,11,2,control,False,en,77,0.0371263259402121,artistsontwitter,2025-03-01,1.0,pre_labeled
control_000705,user_3448,user_24119,346,589,True,4830,103,82,47,25,12,control,False,en,244,0.0505175983436853,"portrait,portrait",2025-01-05,1.0,pre_labeled
treatment_000623,user_4751,user_70713,1046,1718,True,6288,363,84,24,25,20,treatment,True,en,491,0.0780852417302798,"AIGenerated,AIGenerated,GrokImage",2025-03-21,1.0,pre_labeled
treatment_000345,user_3303,user_53431,343,1327,True,5025,281,37,50,15,17,treatment,True,en,385,0.0766169154228855,GrokAI,2025-01-27,1.0,pre_labeled
control_000570,user_4198,user_55091,491,315,False,7297,548,104,27,89,24,control,False,en,703,0.0963409620391941,artistsontwitter,2025-02-06,1.0,pre_labeled
treatment_000262,user_3699,user_22965,251,1100,True,14151,531,144,120,82,43,treatment,True,en,838,0.0592184297929474,GrokAI,2025-03-16,1.0,pre_labeled
control_000521,user_6966,user_84618,2042,1435,True,8428,660,141,61,122,16,control,False,en,878,0.1041765543426673,"artistsontwitter,photography",2025-03-15,1.0,pre_labeled
treatment_000150,user_8700,user_18406,511,101,True,15787,633,162,85,207,57,treatment,True,en,937,0.0593526319123329,"GrokImage,GrokImage",2025-01-27,1.0,pre_labeled
treatment_000472,user_4888,user_93839,104,1289,True,17742,1059,293,41,140,82,treatment,True,en,1475,0.0831360613234133,AIGenerated,2025-03-18,1.0,pre_labeled
treatment_000640,user_7036,user_80158,559,1116,True,13500,782,267,112,94,20,treatment,True,en,1181,0.0874814814814814,"SyntheticMedia,AIGenerated",2025-03-31,1.0,pre_labeled
control_000784,user_5229,user_34783,594,498,True,5974,326,70,57,71,10,control,False,en,463,0.077502510880482,photography,2025-04-28,1.0,pre_labeled
control_000702,user_7205,user_24867,236,1561,True,5385,244,89,42,32,11,control,False,en,386,0.0716805942432683,"portrait,artistsontwitter,artistsontwitter",2025-03-05,1.0,pre_labeled
treatment_000550,user_8227,user_15426,2320,1017,True,11849,748,234,95,123,38,treatment,True,en,1115,0.0941007679972993,"AIGenerated,AIArt,SyntheticMedia",2025-03-25,1.0,pre_labeled
control_000128,user_5704,user_37337,314,867,True,6971,399,53,38,27,32,control,False,en,522,0.0748816525606082,portrait,2025-04-10,1.0,pre_labeled
treatment_000488,user_7885,user_19170,544,227,True,13848,889,69,72,80,40,treatment,True,en,1070,0.077267475447718,"SyntheticMedia,AIGenerated",2025-04-19,1.0,pre_labeled
control_000648,user_3179,user_27789,586,1839,True,3136,83,33,8,20,12,control,False,en,136,0.0433673469387755,"digitalart,photography",2025-03-19,1.0,pre_labeled
control_000371,user_5979,user_39052,244,1645,True,6441,505,128,17,89,22,control,False,en,672,0.1043316255239869,portrait,2025-01-04,1.0,pre_labeled
treatment_000146,user_1312,user_97605,987,895,True,8958,247,92,59,29,24,treatment,True,en,422,0.0471087296271489,"SyntheticMedia,GrokImage",2025-04-26,1.0,pre_labeled
treatment_000402,user_3883,user_98628,965,1992,True,17312,395,114,143,130,56,treatment,True,en,708,0.0408964879852125,"SyntheticMedia,AIArt",2025-01-15,1.0,pre_labeled
control_000154,user_3943,user_37409,535,359,True,1097,35,10,8,4,1,control,False,en,54,0.0492251595259799,"photography,photography,digitalart",2025-03-04,1.0,pre_labeled
control_000697,user_2032,user_36293,761,1280,True,7136,485,120,48,96,17,control,False,en,670,0.0938901345291479,"artistsontwitter,artistsontwitter",2025-04-17,1.0,pre_labeled
treatment_000659,user_3593,user_56447,1030,245,False,6688,444,47,25,95,27,treatment,True,en,543,0.0811901913875598,"AIGenerated,GrokAI,AIArt",2025-01-06,1.0,pre_labeled
treatment_000463,user_4771,user_84031,729,1456,True,7035,374,67,45,76,29,treatment,True,en,515,0.0732054015636105,"GrokAI,GrokImage,AIArt",2025-01-02,1.0,pre_labeled
control_000549,user_4126,user_72132,724,246,False,4505,109,89,18,43,17,control,False,en,233,0.0517203107658157,"portrait,photography,portrait",2025-03-09,1.0,pre_labeled
treatment_000186,user_2495,user_65497,778,1653,True,6451,456,61,28,46,15,treatment,True,en,560,0.0868082467834444,"AIGenerated,GrokImage,AIArt",2025-02-09,1.0,pre_labeled
control_000347,user_4764,user_89671,474,522,True,1475,117,22,4,10,5,control,False,en,148,0.1003389830508474,"digitalart,portrait,digitalart",2025-01-01,1.0,pre_labeled
control_000424,user_4223,user_95570,394,157,False,5158,291,28,35,18,18,control,False,en,372,0.0721209771229158,"photography,photography,photography",2025-02-28,1.0,pre_labeled
treatment_000608,user_9701,user_10138,88,54,True,8008,273,151,74,120,38,treatment,True,en,536,0.0669330669330669,"AIArt,AIArt,SyntheticMedia",2025-02-14,1.0,pre_labeled
treatment_000143,user_4676,user_52674,528,966,True,8763,524,130,38,30,18,treatment,True,en,710,0.0810224808855414,"GrokAI,GrokAI,SyntheticMedia",2025-04-10,1.0,pre_labeled
treatment_000751,user_2329,user_86802,322,340,True,3578,194,70,9,49,5,treatment,True,en,278,0.07769703745109,"AIGenerated,AIGenerated",2025-02-10,1.0,pre_labeled
control_000181,user_2047,user_48794,379,216,True,6974,226,116,57,53,29,control,False,en,428,0.0613708058503011,"artistsontwitter,portrait",2025-03-12,1.0,pre_labeled
treatment_000197,user_2061,user_42458,640,1317,True,10828,383,162,84,42,36,treatment,True,en,665,0.0614148503878832,"GrokAI,AIGenerated",2025-03-13,1.0,pre_labeled
control_000083,user_4341,user_88008,649,95,True,1601,96,28,14,14,3,control,False,en,141,0.0880699562773266,"digitalart,photography",2025-01-13,1.0,pre_labeled
treatment_000279,user_1744,user_85266,712,1164,True,3638,126,28,13,14,13,treatment,True,en,180,0.0494777350192413,SyntheticMedia,2025-01-25,1.0,pre_labeled
treatment_000293,user_3983,user_45331,165,649,False,19497,780,188,67,174,57,treatment,True,en,1092,0.0560086167102631,"GrokImage,AIGenerated,AIArt",2025-01-23,1.0,pre_labeled
control_000656,user_3776,user_53795,711,487,False,2410,131,31,4,21,10,control,False,en,176,0.0730290456431535,"photography,photography",2025-03-29,1.0,pre_labeled
