post_id,author_id,author_username,author_followers,author_account_age_days,author_created,text,created_at,lang,has_media,media_types,media_urls,likes,retweets,replies,views,bookmarks,quotes,hashtags,content_type,ai_generated,engagement_total,engagement_rate
treatment_000263,user_1857,user_45169,416,796,2022-01-01,Synthetic treatment post #263,2025-04-04,en,True,photo,,206,95,20,5237,27,10,"syntheticmedia,aigenerated,grokai",treatment,True,331,0.06320412449875883
control_000459,user_5340,user_31021,605,693,2022-01-01,Synthetic control post #459,2025-04-14,en,True,photo,,162,44,17,3963,52,5,portrait,control,False,228,0.05753217259651779
control_000661,user_8661,user_66338,1265,941,2022-01-01,Synthetic control post #661,2025-02-28,en,True,photo,,156,70,32,4866,51,23,"portrait,artistsontwitter,photography",control,False,281,0.057747636662556515
treatment_000443,user_6922,user_85442,199,1457,2022-01-01,Synthetic treatment post #443,2025-01-10,en,True,photo,,238,55,17,4547,26,9,grokai,treatment,True,319,0.07015614691005058
control_000202,user_8500,user_80345,272,448,2022-01-01,Synthetic control post #202,2025-03-22,en,True,photo,,241,83,54,7062,97,15,"digitalart,portrait,photography",control,False,393,0.055649957519116396
control_000277,user_6941,user_66672,483,1063,2022-01-01,Synthetic control post #277,2025-02-28,en,False,photo,,97,41,8,2081,22,8,"portrait,digitalart,photography",control,False,154,0.07400288322921672
control_000037,user_6294,user_69035,273,499,2022-01-01,Synthetic control post #37,2025-02-11,en,True,photo,,496,59,29,8286,95,33,"artistsontwitter,portrait",control,False,617,0.07446294955346368
control_000641,user_2117,user_93796,539,855,2022-01-01,Synthetic control post #641,2025-03-18,en,True,photo,,434,107,52,6357,80,17,photography,control,False,610,0.0959572125216297
treatment_000304,user_9713,user_10144,424,1940,2022-01-01,Synthetic treatment post #304,2025-04-18,en,True,photo,,428,116,59,6909,79,20,"aiart,syntheticmedia",treatment,True,623,0.09017223910840932
control_000449,user_4223,user_33477,196,1826,2022-01-01,Synthetic control post #449,2025-01-02,en,True,photo,,407,97,45,5411,24,15,portrait,control,False,564,0.10423211975605248
treatment_000313,user_3013,user_99627,265,613,2022-01-01,Synthetic treatment post #313,2025-04-22,en,True,photo,,369,192,66,12951,153,47,grokimage,treatment,True,674,0.05204231333487762
treatment_000149,user_1944,user_63832,274,1613,2022-01-01,Synthetic treatment post #149,2025-02-26,en,True,photo,,882,182,45,11939,113,49,"syntheticmedia,aigenerated,grokimage",treatment,True,1158,0.09699304799396935
control_000348,user_4461,user_58603,257,1194,2022-01-01,Synthetic control post #348,2025-02-21,en,True,photo,,201,28,28,4651,51,16,"digitalart,photography",control,False,273,0.05869705439690389
control_000413,user_7166,user_87412,444,472,2022-01-01,Synthetic control post #413,2025-01-25,en,True,photo,,83,26,8,2764,19,13,"digitalart,portrait",control,False,130,0.04703328509406657
treatment_000574,user_8009,user_21333,211,1027,2022-01-01,Synthetic treatment post #574,2025-04-23,en,True,photo,,694,85,47,15207,121,55,grokimage,treatment,True,881,0.05793384625501414
treatment_000050,user_5752,user_70961,201,1473,2022-01-01,Synthetic treatment post #50,2025-02-24,en,True,photo,,423,73,54,5727,58,16,"aiart,syntheticmedia",treatment,True,566,0.09883010302077877
control_000446,user_7964,user_11503,373,1722,2022-01-01,Synthetic control post #446,2025-04-13,en,True,photo,,443,61,37,7357,108,16,photography,control,False,557,0.07571020796520321
treatment_000726,user_8031,user_40541,379,1637,2022-01-01,Synthetic treatment post #726,2025-03-24,en,True,photo,,1204,419,225,23156,228,52,"aiart,syntheticmedia",treatment,True,1900,0.08205216790464674
control_000033,user_7343,user_16657,1345,1623,2022-01-01,Synthetic control post #33,2025-01-27,en,True,photo,,357,112,29,6552,35,24,photography,control,False,522,0.07967032967032966
control_000315,user_5461,user_74257,900,1638,2022-01-01,Synthetic control post #315,2025-02-09,en,True,photo,,473,50,28,7827,53,32,"photography,digitalart",control,False,583,0.0744857544397598
control_000366,user_5997,user_34625,742,973,2022-01-01,Synthetic control post #366,2025-04-26,en,True,photo,,471,122,63,6628,93,10,"portrait,photography",control,False,666,0.10048280024140012
treatment_000470,user_9705,user_38020,632,1496,2022-01-01,Synthetic treatment post #470,2025-03-05,en,True,photo,,404,150,67,10356,100,34,"aiart,aigenerated",treatment,True,655,0.06324835843955195
control_000171,user_5916,user_37097,290,1581,2022-01-01,Synthetic control post #171,2025-01-19,en,False,photo,,130,36,5,2111,24,6,photography,control,False,177,0.083846518237802
treatment_000653,user_2972,user_69001,171,1315,2022-01-01,Synthetic treatment post #653,2025-01-24,en,True,photo,,327,67,75,9646,133,16,"grokai,grokimage",treatment,True,485,0.05027990877047481
treatment_000399,user_4799,user_47992,268,1669,2022-01-01,Synthetic treatment post #399,2025-01-23,en,True,photo,,536,80,56,7978,73,37,aiart,treatment,True,709,0.08886939082476811
treatment_000511,user_8071,user_74037,567,1923,2022-01-01,Synthetic treatment post #511,2025-03-20,en,True,photo,,278,68,31,8763,119,16,"syntheticmedia,grokimage,aigenerated",treatment,True,393,0.04484765491270113
treatment_000320,user_5536,user_59449,589,765,2022-01-01,Synthetic treatment post #320,2025-04-14,en,True,photo,,178,47,29,3799,53,7,"grokai,syntheticmedia,grokimage",treatment,True,261,0.06870229007633588
treatment_000019,user_2851,user_49072,676,881,2022-01-01,Synthetic treatment post #19,2025-03-22,en,True,photo,,144,49,22,4639,39,16,"grokimage,grokai",treatment,True,231,0.049795214485880576
treatment_000684,user_5850,user_23816,1069,1354,2022-01-01,Synthetic treatment post #684,2025-03-09,en,True,photo,,577,200,75,10400,107,41,"grokimage,grokai,aiart",treatment,True,893,0.08586538461538462
treatment_000035,user_6930,user_85551,228,353,2022-01-01,Synthetic treatment post #35,2025-02-17,en,False,photo,,263,56,39,6366,32,26,aiart,treatment,True,384,0.060320452403393024
control_000102,user_9699,user_56913,2112,810,2022-01-01,Synthetic control post #102,2025-03-18,en,True,photo,,101,59,16,4577,22,17,"digitalart,artistsontwitter,portrait",control,False,193,0.04216735853178938
control_000027,user_2285,user_85962,510,677,2022-01-01,Synthetic control post #27,2025-02-12,en,True,photo,,404,71,65,7610,111,21,"digitalart,photography",control,False,561,0.07371879106438896
control_000635,user_6026,user_82513,139,134,2022-01-01,Synthetic control post #635,2025-01-08,en,True,photo,,468,100,28,6448,49,28,"photography,artistsontwitter",control,False,624,0.0967741935483871
treatment_000407,user_3979,user_83792,418,966,2022-01-01,Synthetic treatment post #407,2025-04-30,en,True,photo,,704,161,45,9496,33,23,"aigenerated,grokai",treatment,True,933,0.0982518955349621
control_000120,user_2710,user_90545,527,800,2022-01-01,Synthetic control post #120,2025-04-06,en,False,photo,,105,24,22,3157,15,8,"photography,portrait,digitalart",control,False,159,0.050364269876465
treatment_000537,user_2934,user_71782,1018,1063,2022-01-01,Synthetic treatment post #537,2025-01-25,en,True,photo,,236,98,59,5938,49,10,"syntheticmedia,aiart,aigenerated",treatment,True,403,0.06786796901313574
treatment_000758,user_2907,user_22280,112,1901,2022-01-01,Synthetic treatment post #758,2025-03-17,en,True,photo,,385,61,25,6067,63,26,"aigenerated,syntheticmedia",treatment,True,497,0.08191857590242295
control_000262,user_6436,user_42805,684,685,2022-01-01,Synthetic control post #262,2025-04-18,en,True,photo,,230,25,25,4735,58,18,"digitalart,artistsontwitter",control,False,298,0.06293558606124604
control_000399,user_9701,user_80559,225,1878,2022-01-01,Synthetic control post #399,2025-03-05,en,True,photo,,402,175,54,9717,133,37,"digitalart,portrait",control,False,668,0.0687454975815581
treatment_000245,user_9926,user_23836,280,1614,2022-01-01,Synthetic treatment post #245,2025-04-10,en,True,photo,,1026,365,138,24285,157,115,aiart,treatment,True,1644,0.06769610870907967
control_000327,user_5687,user_21445,616,1810,2022-01-01,Synthetic control post #327,2025-03-06,en,True,photo,,277,34,17,4645,38,21,"digitalart,photography",control,False,349,0.0751345532831001
treatment_000784,user_1488,user_98130,181,1069,2022-01-01,Synthetic treatment post #784,2025-02-18,en,True,photo,,241,53,49,5200,47,25,"aiart,syntheticmedia",treatment,True,368,0.07076923076923076
treatment_000489,user_5379,user_50320,1082,1976,2022-01-01,Synthetic treatment post #489,2025-02-12,en,False,photo,,358,42,52,6377,78,28,"aigenerated,aiart,grokimage",treatment,True,480,0.0752705033714913
treatment_000154,user_2057,user_55671,376,955,2022-01-01,Synthetic treatment post #154,2025-02-18,en,True,photo,,226,107,103,10580,148,46,"syntheticmedia,aiart,grokimage",treatment,True,482,0.04555765595463138
control_000161,user_3145,user_98672,304,545,2022-01-01,Synthetic control post #161,2025-02-22,en,True,photo,,250,78,14,3950,12,8,digitalart,control,False,350,0.08860759493670886
control_000053,user_7051,user_51390,222,1626,2022-01-01,Synthetic control post #53,2025-03-12,en,True,photo,,161,143,29,7230,50,27,"portrait,artistsontwitter,digitalart",control,False,360,0.04979253112033195
treatment_000625,user_1579,user_62143,938,1873,2022-01-01,Synthetic treatment post #625,2025-03-09,en,False,photo,,625,70,31,10741,62,13,grokimage,treatment,True,739,0.06880178754305931
treatment_000685,user_2430,user_72744,950,1421,2022-01-01,Synthetic treatment post #685,2025-02-08,en,True,photo,,321,34,48,5800,17,7,"aiart,grokai,aigenerated",treatment,True,410,0.0706896551724138
treatment_000569,user_3391,user_85252,188,60,2022-01-01,Synthetic treatment post #569,2025-01-02,en,True,photo,,635,43,29,8588,99,30,"grokai,syntheticmedia",treatment,True,737,0.08581741965533302
control_000720,user_3492,user_60142,464,100,2022-01-01,Synthetic control post #720,2025-01-12,en,True,photo,,220,60,32,5172,26,8,digitalart,control,False,320,0.061871616395978345
treatment_000017,user_9166,user_43220,102,1026,2022-01-01,Synthetic treatment post #17,2025-01-09,en,False,photo,,201,23,20,2727,32,11,aigenerated,treatment,True,255,0.09350935093509351
treatment_000127,user_9646,user_30814,563,175,2022-01-01,Synthetic treatment post #127,2025-01-01,en,True,photo,,350,166,62,8500,92,18,"grokai,aiart",treatment,True,596,0.07011764705882353
control_000772,user_7062,user_57519,851,1686,2022-01-01,Synthetic control post #772,2025-03-08,en,True,photo,,197,70,15,7325,50,22,"photography,artistsontwitter",control,False,304,0.04150170648464164
control_000127,user_6038,user_23953,413,858,2022-01-01,Synthetic control post #127,2025-02-11,en,True,photo,,553,140,62,8339,94,21,"artistsontwitter,portrait,photography",control,False,776,0.09305672142942799
control_000180,user_1933,user_98179,451,598,2022-01-01,Synthetic control post #180,2025-01-23,en,True,photo,,86,24,10,1359,5,5,portrait,control,False,125,0.09197939661515821
control_000768,user_2877,user_29597,287,795,2022-01-01,Synthetic control post #768,2025-01-16,en,True,photo,,173,42,18,2835,32,13,"artistsontwitter,portrait",control,False,246,0.08677248677248678
treatment_000190,user_4841,user_22984,369,817,2022-01-01,Synthetic treatment post #190,2025-02-01,en,False,photo,,1064,209,103,13701,89,39,"syntheticmedia,grokai,aigenerated",treatment,True,1415,0.10327713305598131
control_000339,user_2704,user_59839,45,581,2022-01-01,Synthetic control post #339,2025-03-21,en,True,photo,,365,108,15,5672,41,16,portrait,control,False,504,0.08885754583921016
control_000192,user_4255,user_49202,114,666,2022-01-01,Synthetic control post #192,2025-04-30,en,True,photo,,571,102,28,7453,53,35,"digitalart,artistsontwitter",control,False,736,0.09875218033006843
control_000761,user_1730,user_59601,140,525,2022-01-01,Synthetic control post #761,2025-01-29,en,True,photo,,213,90,19,5435,75,7,"artistsontwitter,portrait,photography",control,False,329,0.06053357865685373
control_000531,user_8773,user_44912,494,1400,2022-01-01,Synthetic control post #531,2025-02-14,en,True,photo,,156,54,15,4056,19,17,portrait,control,False,242,0.059664694280078895
treatment_000606,user_5924,user_51554,879,1606,2022-01-01,Synthetic treatment post #606,2025-03-26,en,True,photo,,377,74,19,6646,59,10,"grokimage,aigenerated,syntheticmedia",treatment,True,480,0.07222389407162202
treatment_000180,user_1637,user_96330,634,1016,2022-01-01,Synthetic treatment post #180,2025-01-25,en,False,photo,,388,94,111,11488,168,57,"grokai,syntheticmedia",treatment,True,650,0.05658077994428969
treatment_000301,user_1924,user_60618,1121,446,2022-01-01,Synthetic treatment post #301,2025-04-24,en,True,photo,,161,77,39,6771,72,25,grokai,treatment,True,302,0.04460197902820854
treatment_000496,user_2639,user_61520,286,1612,2022-01-01,Synthetic treatment post #496,2025-01-26,en,True,photo,,388,213,103,10747,32,24,"aiart,grokai,grokimage",treatment,True,728,0.06773983437238298
control_000575,user_3171,user_26087,220,1686,2022-01-01,Synthetic control post #575,2025-04-29,en,True,photo,,77,69,16,3877,48,6,"digitalart,photography,portrait",control,False,168,0.0433324735620325
control_000536,user_8173,user_30186,584,1071,2022-01-01,Synthetic control post #536,2025-01-13,en,True,photo,,200,52,36,6000,59,26,portrait,control,False,314,0.052333333333333336
control_000516,user_3676,user_48478,243,1337,2022-01-01,Synthetic control post #516,2025-01-30,en,False,photo,,508,34,31,6601,94,23,"artistsontwitter,digitalart",control,False,596,0.09028935009846993
treatment_000517,user_6530,user_43332,420,1591,2022-01-01,Synthetic treatment post #517,2025-02-12,en,True,photo,,233,167,35,8436,32,16,"grokimage,grokai,syntheticmedia",treatment,True,451,0.05346135609293504
control_000269,user_3571,user_35209,584,1230,2022-01-01,Synthetic control post #269,2025-04-23,en,True,photo,,143,42,12,2725,10,9,digitalart,control,False,206,0.07559633027522936
treatment_000476,user_8021,user_85801,1371,1273,2022-01-01,Synthetic treatment post #476,2025-02-10,en,True,photo,,443,113,18,8114,94,38,"grokai,grokimage",treatment,True,612,0.0754251910278531
treatment_000157,user_3652,user_20700,333,117,2022-01-01,Synthetic treatment post #157,2025-04-04,en,True,photo,,207,55,38,6637,76,10,grokimage,treatment,True,310,0.04670784993219828
control_000443,user_1146,user_94618,573,908,2022-01-01,Synthetic control post #443,2025-02-14,en,False,photo,,219,88,50,5850,81,17,"digitalart,portrait",control,False,374,0.06393162393162394
control_000395,user_6016,user_43860,511,384,2022-01-01,Synthetic control post #395,2025-03-08,en,True,photo,,675,97,74,10395,144,22,portrait,control,False,868,0.08350168350168351
treatment_000016,user_6855,user_77680,297,1604,2022-01-01,Synthetic treatment post #16,2025-04-14,en,True,photo,,629,126,47,9508,32,29,grokimage,treatment,True,831,0.08740008413967186
control_000272,user_2731,user_30394,808,485,2022-01-01,Synthetic control post #272,2025-04-07,en,True,photo,,204,44,40,4347,57,13,"portrait,artistsontwitter,photography",control,False,301,0.06924315619967794
control_000775,user_5502,user_89952,1506,365,2022-01-01,Synthetic control post #775,2025-03-26,en,True,photo,,149,32,14,2344,13,9,"photography,artistsontwitter",control,False,204,0.08703071672354949
treatment_000546,user_1749,user_19997,1118,1252,2022-01-01,Synthetic treatment post #546,2025-03-17,en,True,photo,,925,122,118,12394,149,24,"grokimage,aigenerated",treatment,True,1189,0.0959335162175246
treatment_000658,user_3987,user_36093,385,1781,2022-01-01,Synthetic treatment post #658,2025-04-06,en,True,photo,,188,71,44,8735,87,14,"aiart,grokai,aigenerated",treatment,True,317,0.03629078420148826
control_000504,user_2186,user_12911,346,1855,2022-01-01,Synthetic control post #504,2025-03-08,en,False,photo,,226,32,26,3437,35,14,artistsontwitter,control,False,298,0.08670352051207449
control_000219,user_3206,user_61544,195,478,2022-01-01,Synthetic control post #219,2025-01-19,en,True,photo,,50,45,6,2366,35,9,"digitalart,portrait",control,False,110,0.04649196956889264
control_000770,user_5021,user_76030,152,1457,2022-01-01,Synthetic control post #770,2025-04-13,en,True,photo,,397,118,61,9673,73,23,"portrait,artistsontwitter,digitalart",control,False,599,0.061924945725214516
control_000159,user_2885,user_29212,342,1846,2022-01-01,Synthetic control post #159,2025-04-15,en,True,photo,,107,17,14,1631,21,6,artistsontwitter,control,False,144,0.08828939301042306
control_000701,user_2777,user_75180,504,40,2022-01-01,Synthetic control post #701,2025-03-11,en,True,photo,,165,52,17,3335,49,14,"portrait,photography",control,False,248,0.07436281859070465
treatment_000283,user_3445,user_51042,122,851,2022-01-01,Synthetic treatment post #283,2025-04-07,en,True,photo,,161,136,57,7026,95,24,"aiart,aigenerated,grokimage",treatment,True,378,0.053800170794193
treatment_000797,user_6595,user_43029,448,809,2022-01-01,Synthetic treatment post #797,2025-01-29,en,True,photo,,585,95,104,15812,77,36,syntheticmedia,treatment,True,820,0.051859347331140906
treatment_000225,user_9544,user_39212,1041,1296,2022-01-01,Synthetic treatment post #225,2025-04-30,en,True,photo,,282,54,16,4781,55,5,"aigenerated,syntheticmedia,grokimage",treatment,True,357,0.0746705710102489
treatment_000026,user_2559,user_30890,546,1935,2022-01-01,Synthetic treatment post #26,2025-03-06,en,False,photo,,446,97,32,6341,75,19,"syntheticmedia,aiart",treatment,True,594,0.09367607632865478
treatment_000437,user_9691,user_43952,884,359,2022-01-01,Synthetic treatment post #437,2025-02-02,en,False,photo,,762,197,89,15166,84,24,grokai,treatment,True,1072,0.07068442568904128
control_000755,user_3928,user_90009,577,1979,2022-01-01,Synthetic control post #755,2025-04-18,en,True,photo,,197,16,19,2541,9,12,"photography,digitalart",control,False,244,0.09602518693427785
treatment_000229,user_2467,user_27567,664,239,2022-01-01,Synthetic treatment post #229,2025-02-21,en,True,photo,,99,70,44,4843,51,7,"grokimage,grokai",treatment,True,220,0.045426388602106134
treatment_000037,user_4882,user_73285,1230,1419,2022-01-01,Synthetic treatment post #37,2025-03-25,en,False,photo,,590,97,54,7693,84,23,"syntheticmedia,aiart",treatment,True,764,0.09931106200441961
treatment_000749,user_6384,user_25918,363,310,2022-01-01,Synthetic treatment post #749,2025-01-12,en,True,photo,,433,208,122,19129,264,56,"aigenerated,aiart",treatment,True,819,0.04281457472946835
control_000245,user_9940,user_87423,314,609,2022-01-01,Synthetic control post #245,2025-02-26,en,True,photo,,349,106,38,5993,33,6,"portrait,digitalart,artistsontwitter",control,False,499,0.08326380777573836
treatment_000469,user_1475,user_73999,1165,197,2022-01-01,Synthetic treatment post #469,2025-01-01,en,True,photo,,495,62,82,9308,106,45,"aigenerated,grokimage,grokai",treatment,True,684,0.07348517404383326
control_000561,user_2817,user_42647,1670,147,2022-01-01,Synthetic control post #561,2025-03-06,en,False,photo,,161,88,25,6314,39,19,"portrait,photography,artistsontwitter",control,False,293,0.046404814697497625
control_000771,user_3323,user_34759,83,129,2022-01-01,Synthetic control post #771,2025-03-03,en,True,photo,,304,74,37,4814,45,19,"photography,portrait",control,False,434,0.0901537183215621
treatment_000687,user_2812,user_97200,900,190,2022-01-01,Synthetic treatment post #687,2025-03-10,en,False,photo,,502,59,35,9324,59,11,"aiart,grokimage",treatment,True,607,0.0651008151008151
control_000670,user_4887,user_91439,163,1272,2022-01-01,Synthetic control post #670,2025-04-13,en,True,photo,,189,86,19,7267,105,19,"portrait,digitalart",control,False,313,0.04307141874225953
treatment_000639,user_5609,user_10716,194,896,2022-01-01,Synthetic treatment post #639,2025-04-19,en,True,photo,,645,155,82,9761,118,12,"aigenerated,syntheticmedia",treatment,True,894,0.091588976539289
control_000578,user_3544,user_41334,676,962,2022-01-01,Synthetic control post #578,2025-02-01,en,True,photo,,361,48,38,6669,36,18,"portrait,photography",control,False,465,0.06972559604138552
control_000418,user_5081,user_70356,547,126,2022-01-01,Synthetic control post #418,2025-03-23,en,False,photo,,174,96,47,8069,52,25,"digitalart,artistsontwitter,portrait",control,False,342,0.042384434254554466
control_000358,user_5982,user_14977,384,691,2022-01-01,Synthetic control post #358,2025-03-18,en,True,photo,,351,90,23,7066,97,33,digitalart,control,False,497,0.07033682422870081
control_000530,user_9074,user_95336,328,831,2022-01-01,Synthetic control post #530,2025-03-14,en,True,photo,,207,70,41,5152,47,17,"photography,artistsontwitter,digitalart",control,False,335,0.06502329192546584
control_000500,user_3181,user_59037,680,1759,2022-01-01,Synthetic control post #500,2025-03-21,en,True,photo,,231,63,30,4887,60,8,digitalart,control,False,332,0.0679353386535707
control_000655,user_1440,user_77827,110,1908,2022-01-01,Synthetic control post #655,2025-04-15,en,True,photo,,169,35,13,2540,17,9,"portrait,artistsontwitter",control,False,226,0.08897637795275591
control_000000,user_8134,user_49369,277,1370,2022-01-01,Synthetic control post #0,2025-03-31,en,False,photo,,86,21,17,2336,11,7,"digitalart,portrait,photography",control,False,131,0.05607876712328767
treatment_000160,user_9435,user_95828,491,1147,2022-01-01,Synthetic treatment post #160,2025-01-05,en,True,photo,,1340,142,163,20909,240,67,aiart,treatment,True,1712,0.08187861686355158
control_000156,user_9955,user_51170,376,1233,2022-01-01,Synthetic control post #156,2025-04-05,en,True,photo,,422,46,14,5333,19,23,"photography,digitalart",control,False,505,0.09469341833864617
control_000386,user_1784,user_60099,290,1079,2022-01-01,Synthetic control post #386,2025-01-10,en,True,photo,,257,77,22,4236,19,19,"portrait,digitalart,photography",control,False,375,0.08852691218130311
control_000021,user_3752,user_64638,931,1820,2022-01-01,Synthetic control post #21,2025-01-28,en,True,photo,,219,29,35,4219,30,4,"photography,digitalart,artistsontwitter",control,False,287,0.06802559848305285
control_000553,user_4879,user_90114,800,726,2022-01-01,Synthetic control post #553,2025-04-21,en,True,photo,,223,79,70,8641,123,34,"photography,digitalart",control,False,406,0.04698530262701076
control_000077,user_7208,user_43789,220,1516,2022-01-01,Synthetic control post #77,2025-04-09,en,True,photo,,278,75,35,4723,44,7,"portrait,digitalart",control,False,395,0.08363328392970569
control_000113,user_8111,user_15559,768,199,2022-01-01,Synthetic control post #113,2025-03-24,en,True,photo,,280,109,36,6270,87,20,"artistsontwitter,photography",control,False,445,0.07097288676236045
treatment_000152,user_1298,user_10003,144,482,2022-01-01,Synthetic treatment post #152,2025-04-16,en,True,photo,,371,67,37,7408,93,25,aigenerated,treatment,True,500,0.06749460043196544
control_000665,user_1702,user_12104,328,1414,2022-01-01,Synthetic control post #665,2025-01-28,en,True,photo,,103,9,10,1323,9,2,"photography,digitalart,portrait",control,False,124,0.09372637944066516
treatment_000509,user_5972,user_32488,545,1881,2022-01-01,Synthetic treatment post #509,2025-03-22,en,True,photo,,144,41,25,4057,45,9,aigenerated,treatment,True,219,0.05398077397091447
control_000335,user_8246,user_40919,426,1019,2022-01-01,Synthetic control post #335,2025-03-27,en,True,photo,,178,48,33,4595,41,14,portrait,control,False,273,0.05941240478781284
control_000450,user_4533,user_20589,176,406,2022-01-01,Synthetic control post #450,2025-03-23,en,True,photo,,355,112,42,6974,21,25,"photography,portrait",control,False,534,0.0765701175795813
control_000538,user_1260,user_71121,201,173,2022-01-01,Synthetic control post #538,2025-02-04,en,True,photo,,572,79,82,8399,29,23,photography,control,False,756,0.09001071556137635
treatment_000103,user_3193,user_33626,1174,981,2022-01-01,Synthetic treatment post #103,2025-02-16,en,False,photo,,980,220,201,20267,152,41,grokimage,treatment,True,1442,0.0711501455568165
treatment_000586,user_9434,user_44621,505,533,2022-01-01,Synthetic treatment post #586,2025-01-21,en,False,photo,,584,141,77,10931,143,23,"syntheticmedia,grokai,aigenerated",treatment,True,825,0.0754734242063855
control_000614,user_1918,user_79338,266,352,2022-01-01,Synthetic control post #614,2025-04-23,en,True,photo,,158,79,62,7432,41,27,"photography,digitalart,artistsontwitter",control,False,326,0.04386437029063509
control_000343,user_3746,user_43742,529,1345,2022-01-01,Synthetic control post #343,2025-03-01,en,False,photo,,79,40,29,3270,26,5,"artistsontwitter,digitalart,photography",control,False,153,0.046788990825688076
treatment_000053,user_1953,user_67376,354,1775,2022-01-01,Synthetic treatment post #53,2025-01-23,en,True,photo,,853,124,104,10665,39,13,"aigenerated,grokai,syntheticmedia",treatment,True,1094,0.10257852789498359
treatment_000151,user_4584,user_74815,47,676,2022-01-01,Synthetic treatment post #151,2025-01-13,en,True,photo,,375,142,53,9404,102,27,grokimage,treatment,True,597,0.06348362398979158
treatment_000403,user_4479,user_30404,37,1609,2022-01-01,Synthetic treatment post #403,2025-02-26,en,False,photo,,176,76,35,4728,37,13,"aiart,grokai",treatment,True,300,0.06345177664974619
control_000751,user_6111,user_40300,287,1483,2022-01-01,Synthetic control post #751,2025-01-31,en,True,photo,,454,57,53,6262,84,25,"photography,artistsontwitter,digitalart",control,False,589,0.09405940594059406
treatment_000207,user_6857,user_42298,451,1929,2022-01-01,Synthetic treatment post #207,2025-03-21,en,True,photo,,382,172,62,10101,129,37,"grokimage,grokai",treatment,True,653,0.06464706464706464
control_000710,user_5323,user_89890,1652,259,2022-01-01,Synthetic control post #710,2025-03-04,en,True,photo,,667,152,27,8445,41,39,"digitalart,artistsontwitter",control,False,885,0.10479573712255773
control_000322,user_3072,user_84251,515,1971,2022-01-01,Synthetic control post #322,2025-01-24,en,True,photo,,475,99,44,6229,91,19,"photography,portrait",control,False,637,0.10226360571520308
control_000602,user_9359,user_30159,477,121,2022-01-01,Synthetic control post #602,2025-03-03,en,True,photo,,280,51,41,5667,69,17,"portrait,photography",control,False,389,0.06864302099876478
treatment_000008,user_8898,user_91810,363,1069,2022-01-01,Synthetic treatment post #8,2025-02-08,en,True,photo,,585,196,104,10741,34,12,"grokai,syntheticmedia",treatment,True,897,0.0835117773019272
control_000214,user_5859,user_93188,386,644,2022-01-01,Synthetic control post #214,2025-03-26,en,True,photo,,461,102,47,6624,83,30,"photography,artistsontwitter",control,False,640,0.0966183574879227
control_000634,user_6714,user_44906,591,690,2022-01-01,Synthetic control post #634,2025-04-14,en,True,photo,,215,31,17,3392,32,10,photography,control,False,273,0.08048349056603774
control_000260,user_3990,user_66229,554,1296,2022-01-01,Synthetic control post #260,2025-01-21,en,True,photo,,170,73,54,8412,81,12,portrait,control,False,309,0.03673323823109843
treatment_000452,user_9061,user_85613,146,83,2022-01-01,Synthetic treatment post #452,2025-01-04,en,True,photo,,939,190,115,12951,144,52,aigenerated,treatment,True,1296,0.10006949270326616
treatment_000253,user_4611,user_53111,363,1637,2022-01-01,Synthetic treatment post #253,2025-04-02,en,False,photo,,581,259,57,13142,98,62,"grokimage,aiart",treatment,True,959,0.07297215035763202
control_000527,user_3761,user_83099,345,613,2022-01-01,Synthetic control post #527,2025-02-05,en,True,photo,,134,35,15,2675,19,12,portrait,control,False,196,0.07327102803738318
control_000096,user_2515,user_30419,843,1332,2022-01-01,Synthetic control post #96,2025-03-06,en,True,photo,,234,61,31,4009,24,16,photography,control,False,342,0.08530805687203792
control_000592,user_1874,user_61030,728,354,2022-01-01,Synthetic control post #592,2025-03-15,en,True,photo,,147,27,13,4618,40,21,artistsontwitter,control,False,208,0.04504114335210048
control_000080,user_3667,user_58540,554,1458,2022-01-01,Synthetic control post #80,2025-01-19,en,True,photo,,208,117,15,6232,53,21,"digitalart,artistsontwitter",control,False,361,0.057926829268292686
control_000705,user_4679,user_65902,446,1094,2022-01-01,Synthetic control post #705,2025-02-11,en,True,photo,,195,37,23,2926,40,9,photography,control,False,264,0.09022556390977443
treatment_000623,user_5834,user_48567,265,675,2022-01-01,Synthetic treatment post #623,2025-02-07,en,True,photo,,166,88,17,6603,59,25,"aigenerated,aiart,grokai",treatment,True,296,0.044828108435559594
treatment_000345,user_9112,user_90366,211,1241,2022-01-01,Synthetic treatment post #345,2025-04-10,en,True,photo,,223,82,53,10193,112,22,grokimage,treatment,True,380,0.037280486608456787
control_000570,user_5634,user_90998,931,1827,2022-01-01,Synthetic control post #570,2025-01-29,en,True,photo,,119,45,11,2964,36,6,artistsontwitter,control,False,181,0.06106612685560054
treatment_000262,user_5117,user_82643,1099,496,2022-01-01,Synthetic treatment post #262,2025-03-05,en,True,photo,,217,142,48,9091,134,19,"aiart,aigenerated",treatment,True,426,0.046859531404685954
control_000521,user_1697,user_81758,571,1912,2022-01-01,Synthetic control post #521,2025-02-04,en,True,photo,,145,88,39,4551,50,6,"artistsontwitter,photography",control,False,278,0.061085475719622064
treatment_000150,user_3372,user_14225,28,149,2022-01-01,Synthetic treatment post #150,2025-02-06,en,True,photo,,508,88,53,7863,101,11,"syntheticmedia,aiart",treatment,True,660,0.08393742846241893
